Date,Tweets,clean,neg,neu,pos,compound,
29-Sep-19,"#maruti facing resistance on weekly and daily. also forming a wedge on shorter time frame
It may breakdown","maruti face resistance weekly daily also form wedge shorter time frame
it may breakdown",0,1,0,0,
29-Sep-19,"#Exideind in not trade zone below 190 level short for 178 level and buy above 212 level, Exide trading at important levels.",exideind trade zone level short level buy level exide trading important level,0,0.859,0.141,0.2023,
29-Sep-19,"Premium Members ready to 🔥 on this week...✌️

#Escorts #tatamotors","premium member ready week...✌️

#escorts tatamotors",0,0.667,0.333,0.3612,
29-Sep-19,#Nifty #NIftyAuto #EliottWave formation is on process on weekly chart.. target for Auto Index is around 6000 - 6250.. So just keep eye on Auto stocks !!! I am expecting Nifty Auto OH on Monday lets see…,nifty niftyauto eliottwave formation process weekly chart target auto index around keep eye auto stock expect nifty auto oh monday let see…,0,0.787,0.213,0.6597,
29-Sep-19,"Lot of offers coming up from #AutoSector, hope 🤞, it results in good numbers…",lot offer come autosector hope result good numbers…,0,0.508,0.492,0.7003,
29-Sep-19,"With over 2 per cent rise in #Sensex and #Nifty for the week, it looks like the much-awaited bull run has finally arrived on Dalal Street, thanks to the corporate tax cut delivered by Finance Minister Nirmala Sitharaman.",per cent rise sensex nifty week look like much-awaited bull run finally arrive dalal street thanks corporate tax cut deliver finance minister nirmala sitharaman,0.07,0.662,0.268,0.7184,
29-Sep-19,"#Nifty
Trade plan for 30/9/19
- formed an IB
- short below 11466 stops above 11500 tgt 11416 - 381 n lower 
- Long only above 11610 for 11694 n higher 
- NTZ 11466-11610","nifty
trade plan form ib
 short stop tgt low long high ntz",0.269,0.562,0.169,-0.1531,
29-Sep-19,#Nifty might get into a time/ price consolidation mode for the next couple of weeks & we may see 11200/300. One must be only stock specific bullish. The trajectory of Nifty and MA path is only imaginary and my view.,nifty might get time price consolidation mode next couple week may see one must stock specific bullish trajectory nifty path imaginary view,0,0.787,0.213,0.6597,0.30205
30-Sep-19,#NiftyAuto Index posts best month since April 2018,niftyauto index post best month since april,0,0.588,0.412,0.6369,
30-Sep-19,"#Apollotyre given to sell 180 now 176 1st target achieved.
@Thekalal
 
Good analysis keep it up sir👏","apollotyre give sell target achieved.
@thekalal
 
good analysis keep sir👏",0,0.756,0.244,0.4404,
30-Sep-19,#Maruti launches entry-level hatchback S-Presso at ₹3.69 lakh,maruti launch entry-level hatchback s-presso lakh,0,1,0,0,
30-Sep-19,#Tatamotors Sold Fut 1 lot around 118.8 .. SL - 121.2... Target 115.3... 112…,tatamotors sell fut lot around sl target,0,1,0,0,
30-Sep-19,Nifty Auto is going down to 7150 level from 7400. It will break all the supports and will get down to 7150 level #NiftyAuto #Nifty #nifty50 #StockMarket #stocks #automobile #auto #cnxauto #index,nifty auto go level break support get level niftyauto nifty stockmarket stock automobile auto cnxauto index,0,0.616,0.384,0.7964,
30-Sep-19,"#AMARAJABAT
Biggest spurt .............................................on card

▬Short term we see 749------------761
▬In Next 30-45 days ..............U can see Rs 775+++++++
▬Something big cooking ,One big fatty men close to fund manager was telling this to our Bookie !!","amarajabat
biggest spurt card

▬short term see next day see rs big cooking one big fatty men close fund manager tell bookie",0,1,0,0,
30-Sep-19,#BOSCHLTD forms #ThreeWeekTight pattern. #BULLISH,boschltd form threeweektight pattern bullish,0,1,0,0,
30-Sep-19,#TATAMOTORS forms #GappingDown pattern. #BEARISH,tatamotors form gappingdown pattern bearish,0,1,0,0,
30-Sep-19,Bullish Cypher-TATAMOTORS,bullish cypher-tatamotors,0,1,0,0,
30-Sep-19,"#Ashokley #ashokleyland has good support near 68.. If holds, we can see a good bounce to 73-77-80 #Charts #Trading #NSE #Nifty #PriceAction",ashokley ashokleyland good support near hold see good bounce chart trading nse nifty priceaction,0,0.472,0.528,0.8807,0.27544
1-Oct-19,"#Tatamotors reported 48% decline in total sales at 36,376 units in September",tatamotors report decline total sale unit september,0,1,0,0,
1-Oct-19,"In September, #TataMotors reported 56% drop in passenger vehicle sales; #MarutiSuzuki had 27% fall in #auto sales;  #Mahindra and Mahindra logged 33% decline in sales. #autosector #automobile #autoslowdown",september tatamotors report drop passenger vehicle sale marutisuzuki fall auto sale mahindra mahindra log decline sale autosector automobile autoslowdown,0.104,0.896,0,-0.2732,
1-Oct-19,"#MarutiSuzuki domestic sales declined by 26.7% in September #Tatamotors Motors has reported a 48.02 per cent slump in Sept sales, including #exports. TVS Sales Fall 25.5% Eicher-Volvo Sales Declines 43%. Mahindra sales down 21% #automobile",marutisuzuki domestic sale decline september tatamotors motor report per cent slump sept sale include export tv sale fall eicher-volvo sale decline mahindra sale automobile,0,1,0,0,
1-Oct-19,"Looks like #Millennials showed interest in buying tractors in Sep.
If Oct sales are poor (on Nov 1st), then #Auto Cos have no revival hope for FY20. Only, lower base of FY20 can help in FY21.","look like millennials show interest buying tractor sep.
if oct sale poor nov auto co revival hope low base help",0.172,0.462,0.366,0.7096,
1-Oct-19,"#AshokLeyland sold lower-than-expected 8,780 units in September, a sharp drop of 55% compared to 19,374 sold in the same month last year.",ashokleyland sell lower-than-expected unit september sharp drop compare sell month last year,0.16,0.84,0,-0.2732,
1-Oct-19,"In the domestic market, M&M sales were down 21% at 40,692 units last month as compared to 51,268 units in September 2018",domestic market m&m sale unit last month compare unit september,0,1,0,0,
1-Oct-19,"Auto sales numbers

#Maruti sales yoy down 24%
MoM up 15.2%

#BajajAuto yoy down 20%
MoM up 3%

#ashokley you down 55%

#M_M yoy down 21%
MoM up 20%","auto sale numbers

#maruti sale yoy yoy yoy",0,1,0,0,
1-Oct-19,"#MarutiSuzuki's sales of compact segment, including models such as Swift, Celerio, Ignis, Baleno and Dzire, fell 22.7% at 57,179 units as against 74,011 #cars in September last year. #automobile #autosector #autoslowdown #SlowDown",marutisuzuki's sale compact segment include model swift celerio ignis baleno dzire fell unit car september last year automobile autosector autoslowdown slowdown,0,0.917,0.083,0.2023,
1-Oct-19,"#Apollotyre uptrend channel pattern in 2H chart & now stock trading below breakdown level, we can see downside towards 168-165 (3) with the help of 185-187 (2) level. Stock may give us chance to short near 177-180 level and these levels will maintain perfect risk-reward in stock.",apollotyre uptrend channel pattern chart stock trading breakdown level see downside towards help level stock may give chance short near level level maintain perfect risk-reward stock,0.062,0.679,0.259,0.7506,0.124011111
1-Oct-19,"#AutoSales September :  #BajajAuto de-growth of 20% YoY that is less than estimate of 4,20,000. And 12,000 units more than August 2019. ",autosales september bajajauto de-growth yoy less estimate unit august,0,1,0,0,
2-Oct-19,#apollotyre daily chart look at the down trend. Every time breaking pattern falling fast... can v see more down..??,apollotyre daily chart look trend every time break pattern fall fast see,0,1,0,0,
2-Oct-19,"#EXIDEIND
#Multitimeframeanalysis
0.25 - Failed TBS, multiple high pole failures with double bullish broadening, Probable bullish ABC
1 % -  pattern retest , Bullish Broadening
3% - positive column reversal from Sept 2002 trend line.
Follow-thru would be interesting....","fail tb multiple high pole failure double bullish broadening probable bullish pattern retest bullish positive column reversal sept trend line.
follow-thru would interest",0.21,0.586,0.204,-0.0516,
2-Oct-19,Mahindra to lead Ford's India operations.,mahindra lead ford's india operation,0,1,0,0,
2-Oct-19,"#MarutiSuzuki domestic sales declined by 26.7% in September #Tatamotors Motors has reported a 48.02 per cent slump in Sept sales, including #exports. TVS Sales Fall 25.5% Eicher-Volvo Sales Declines 43%. Mahindra sales down 21% #automobile",marutisuzuki domestic sale decline september tatamotors motor report per cent slump sept sale include export tv sale fall eicher-volvo sale decline mahindra sale automobile,0,1,0,0,
2-Oct-19,#Ford is moving away from passenger cars in India with its new joint venture with SUV maker #Mahindra. This would mean the end of the Figo and Figo Aspire sub-compact cars. #IndiaAuto,ford move away passenger car india new joint venture suv maker mahindra would mean end figo figo aspire sub-compact car indiaauto,0,1,0,0,
2-Oct-19,"The downtrend in #Auto sales continue to be a cause of worry. India's largest car manufacturer, #Maruti reported a 24% fall in sales for the month of September compared to the same time last yea",downtrend auto sale continue cause worry india's large car manufacturer maruti report fall sale month september compare time last yea,0.132,0.868,0,-0.4404,
2-Oct-19,"#autosector #floods #ElectricVehicles 
ALSO PEOPLE ARE BUYING
ULTRA CHEAP FLOOD TOTALED CARS TO KEEP UP WITH THE JONESES..

WE THE PEOPLE ASK THE 
@nitin_gadkari
 TO ACT ON THE MAFIA OF SALE OF FLOOD TOTALED CARS....","autosector flood electricvehicles 
also people buying
ultra cheap flood total car keep joneses..

we people ask 
@nitin_gadkari
 act mafia sale flood total car",0,1,0,0,
2-Oct-19,"Mahindra and Mahindra to steer Ford's India operations, form 51:49 JV to cut risks and costs",mahindra mahindra steer ford's india operation form jv cut risk cost,0.318,0.682,0,-0.4939,
2-Oct-19,Ford merger with Mahindra. Rather they should just sell Ford to Mahindra to keep the company going. #Ford #Mahindra,ford merger mahindra rather sell ford mahindra keep company go ford mahindra,0,1,0,0,
2-Oct-19,TATAMOTORS KEY LEVELS SUPPORT AND RESISTANCE ,tatamotors key level support resistance,0,0.597,0.403,0.4019,-0.0584
3-Oct-19,"#MARUTI, spot. Daily chart. Clusters of narrow range candles. Someone is adjusting position",maruti spot daily chart cluster narrow range candle someone adjust position,0,1,0,0,
3-Oct-19,"Auto, construction sectors slowdown to drag non-ferrous metals demand, reports 
@Bsjourno","auto construction sector slowdown drag non-ferrous metal demand report 
@bsjourno",0.298,0.702,0,-0.34,
3-Oct-19,"#TataMotors on Thursday said it will launch #Nexon EV in the fourth quarter of the current fiscal, with price expected to be in the range of Rs 15-17 lakh.",tatamotors thursday say launch nexon ev fourth quarter current fiscal price expect range lakh,0,1,0,0,
3-Oct-19,Mahindra will stop using single-use plastic at its manufacturing facilities.,mahindra stop use single-use plastic manufacturing facility,0.268,0.732,0,-0.296,
3-Oct-19,"PL +13k
Finally lucky charm #tatamotors ended the losing streak.
Updates on #losingstreak to reduce DD.

Now reduced my daily risk to just 1.5%.
Increased SLs.
#pyramidding only on strong trends
Tightened filters to avoid junk trades.
Now maxDD reduced to 4% from 10% returns to","pl lucky charm tatamotors end lose streak.
updates losingstreak reduce dd.

now reduce daily risk sls.
#pyramidding strong trends
tightened filter avoid junk trades.
now maxdd reduce return",0.185,0.582,0.233,0.4215,
3-Oct-19,"#BAJAJAUTO - The Multi Year Rising Channel has been broken. 
The Falling Channel, however, is not yet fully established. Might need some adjustment depending upon the behavior around shaded resistance zone","bajajauto multi year rise channel break 
the fall channel however yet fully establish might need adjustment depend upon behavior around shade resistance zone",0,1,0,0,
3-Oct-19,"#EicherMotors was ranging near resistance & agains plungs near 18325.
If you haven't watched the video do check it out.. #GoodLearning",eichermotors range near resistance agains plungs near watch video check goodlearning,0,1,0,0,
3-Oct-19,#Tatamotors #nexon EV launch a few months away in Q4 FY19-20. First affordable EV?,tatamotors nexon ev launch month away first affordable ev,0,1,0,0,
3-Oct-19,#Heromotoco Cash : Looks weak below 2650 ,heromotoco cash look weak,0.492,0.508,0,-0.4404,
3-Oct-19,TVSMOTOR (TVS Motor Company Limited) SELL BELOW 402,tvsmotor tv motor company limit sell,0,1,0,0,-0.06549
4-Oct-19,Ashok Leyland: To shut production for 2-15 days in October across plants,ashok leyland shut production day october across plant,0,1,0,0,
4-Oct-19,"Maruti Suzuki sells over 200,000 BSVI emission compliant vehicles in 6 months",maruti suzuki sell bsvi emission compliant vehicle month,0,1,0,0,
4-Oct-19,#TataMotors bags orders for 300 electric buses from Ahmedabad Janmarg,tatamotors bag order electric bus ahmedabad janmarg,0,1,0,0,
4-Oct-19,"Bosch India to stop engine production to adjust with market demand

#AutoSales 
#autosectorslowdown 
#AutoSector","bosch india stop engine production adjust market demand

#autosales 
#autosectorslowdown 
#autosector",0.291,0.709,0,-0.4019,
4-Oct-19,Ashok Leyland announced non-working days for the first half of October,ashok leyland announce non-working day first half october,0,1,0,0,
4-Oct-19,"September they already cut 18 days!
They along with rest of the auto makers have been cutting production since Jul 2019.
#AshokLeyland #Tatamotors #MarutiSuzuki #Auto","september already cut days!
they along rest auto maker cut production since jul tatamotors marutisuzuki auto",0.243,0.757,0,-0.5411,
4-Oct-19,"#AshokLeyland announces non working days ranging from 2 to 25 days in October, in yet another indication of slowdown in the automobile industry. The company has been declaring non working days since August. ",ashokleyland announces non work day range day october yet another indication slowdown automobile industry company declare non work day since august,0,1,0,0,
4-Oct-19,#Exideind a close above 199 may see some upside move .,exideind close may see upside move,0,1,0,0,
4-Oct-19,Jackpot short trade #MnM #Mahindra ,jackpot short trade mnm mahindra,0,1,0,0,
4-Oct-19,Open drive for script APOLLOTYRE and its trailing SL,open drive script apollotyre trail sl,0,1,0,0,-0.0943
5-Oct-19,#APOLLOTYRE -more weakness below 166  toward 161-160 ,apollotyre weakness toward,0.583,0.417,0,-0.4215,
5-Oct-19,H1 Market Share Analysis – Indian Auto Industry - #Maruti registers the biggest drop in numbers and #marketshare !! #Toyota pushes #TataMotors to number 5 position backed by #Glanza ,market share analysis indian auto industry maruti register big drop number marketshare toyota push tatamotors number position back glanza,0.096,0.685,0.219,0.1779,
5-Oct-19,"#MOTHERSUMI- toward lower support of 93-91 
immediate resistance at 102

previous week gave short call with sl of 111","mothersumi toward low support 
immediate resistance week give short call sl",0.152,0.652,0.196,0.1531,
5-Oct-19,"#Mahindra & Mahindra (#M_M) - major points to focus on 
""Be in #Trend or Be a Looser""","mahindra mahindra m_m major point focus 
""be trend looser",0,1,0,0,
5-Oct-19,"#Maruti-6850 Resistance and 6600 support

disc-yesterday shorted at 6750","resistance support

disc-yesterday short",0,0.526,0.474,0.4019,
5-Oct-19,#AshokLeyland factories will have two to 15 non-working days this month and the non-working days will be observed in order to align its production with sales #production,ashokleyland factory two non-working day month non-working day observe order align production sale production,0,1,0,0,
5-Oct-19,#Maruti #Suzuki sold more than 2 lakh #BS6 compliant petrol cars in 6 months,maruti suzuki sell lakh compliant petrol car month,0,1,0,0,
5-Oct-19,"#MARUTI

Currently price is wondering inside a wedge. If goes down, 6500 will be a strong support. If bullish, wait for breakout of triangle. If bearish, wait for support break of 6500.","maruti

currently price wonder inside wedge go strong support bullish wait breakout triangle bearish wait support break",0,0.617,0.383,0.8271,
5-Oct-19,#Tatamotors bags 300 #electricbus order from #Ahmedabad,tatamotors bag electricbus order ahmedabad,0,1,0,0,0.1265
5-Oct-19,Maruti Downtrend & Trade Setup !,maruti downtrend trade setup,0,1,0,0,
6-Oct-19,"#Autosector cuts losses, as govt schemes, discounts attract buyers",autosector cut loss govt scheme discount attract buyer,0.37,0.42,0.21,-0.2263,
6-Oct-19,"#HeroMotocorp #Auto #NiftyAuto #200EMA Rejected ,#NR4+IB  #daily  Good RR setup for Monday

Long above 2710 Stop loss 2660 Target 2740/2780/2850

Short Below 2655/2645 Stop loss 2710 Target 2610/ 2540","heromotocorp auto niftyauto reject daily good rr setup monday

long stop loss target stop loss target",0.476,0.407,0.118,-0.7783,
6-Oct-19,Indian auto industry facing big structural issue with affordability becoming one of the most serious challenges,indian auto industry face big structural issue affordability become one serious challenge,0.103,0.794,0.103,0,
6-Oct-19,#Maruti reacted from downward trendline and after that trading side ways fresh move below 6590 could slide upto marked zone above 6915-25 resistance zone trade either side will move fast,maruti react downward trendline trading side way fresh move could slide upto mark zone resistance zone trade either side move fast,0,0.897,0.103,0.3182,
6-Oct-19,Sagging #autosector sales showed signs of revival in September on account of depreciation #benefits and heavy #discounts.,sag autosector sale show sign revival september account depreciation benefit heavy discount,0,0.786,0.214,0.4588,
6-Oct-19,"#ashokleyland H&S triggered and retested in weekly. Previous support turned into resistance in daily.

May head towards 60.. 
Real problems will begin it it closes below 56...

#Nifty ","ashokleyland h&s trigger retested weekly previous support turn resistance daily.

may head towards 
real problem begin close",0.132,0.735,0.132,0,
6-Oct-19,TATAMOTORS short setup,tatamotors short setup,0,1,0,0,
6-Oct-19,"Sagging auto sector sales showed signs of revival in September on account of depreciation benefits and heavy discounts.
#Autosector","sag auto sector sale show sign revival september account depreciation benefit heavy discounts.
#autosector",0,0.812,0.188,0.4588,
6-Oct-19,"For all those who are still obsessed about EVs in India. Figures speak for themselves. And truth is no one wants to buy EVs as no fast charging network exists. Besides high car prices.
#ElectricVehicles #Maruti #Autos","still obsess evs india figure speak truth one want buy ev fast charge network exist besides high car prices.
#electricvehicles maruti auto",0.081,0.772,0.146,0.1531,
6-Oct-19,"We have slashed GST, Corptax slashed, RBIREPO slashed. Still #autosector is dimming How's that dear FM....
What a irony here new model are still launched by each but not reducing prices.... Such goons 
@Maruti_Corp
 
@HyundaiIndia
 
@TataMotors","slash gst corptax slash rbirepo slash still autosector dim how's dear fm....
what irony new model still launch reduce price goon 
@maruti_corp
 
@hyundaiindia
 
@tatamotors",0.258,0.653,0.089,-0.4404,-0.00561
7-Oct-19,#AshokLeyland stocks bleed,ashokleyland stock bleed,0,1,0,0,
7-Oct-19,#Apollotyre -High 168 and low 163.5 till now,apollotyre high low till,0.412,0.588,0,-0.2732,
7-Oct-19,#AshokLeyland on Friday said it will suspend #manufacturing at its various plants for up to 15 days this month in order to adjust production to market demand,ashokleyland friday say suspend manufacturing various plant day month order adjust production market demand,0.241,0.759,0,-0.4215,
7-Oct-19,Shares of #AshokLeyland slipped 4.4% in early trade today after it announced non-working days in October.,share ashokleyland slip early trade today announce non-working day october,0,0.804,0.196,0.296,
7-Oct-19,#tvsmotor giving 10% salute to combo of #ichimoku and #harmonics !!cheers,tvsmotor give salute combo ichimoku harmonic cheer,0,0.45,0.55,0.7269,
7-Oct-19,Due to continued weak demand #Ashokleyland announced no production days of 2-15 days across its plants in the month of October 2019; this is fourth round of production cut in past three months; Negative; we have reduce rating on the stock,due continue weak demand ashokleyland announce production day day across plant month october fourth round production cut past three month negative reduce rating stock,0.338,0.662,0,-0.8481,
7-Oct-19,#MARUTI forms #NegativeReversal pattern. #BEARISH,maruti form negativereversal pattern bearish,0,1,0,0,
7-Oct-19,TVS motor  390 - to 380.70 ,tv motor,0,1,0,0,
7-Oct-19,"While we are facing slowdown, TATA Motors is trying hard to compete. Good performance for last 2 month. Recovery has just started. Target 250 in next 1 years. ",face slowdown tata motor try hard compete good performance last month recovery start target next year,0.077,0.765,0.158,0.3612,
7-Oct-19,"Auto Sector is looking weak for today Like HEROMOTOCO, Escorts, Maruti 

Let's see ","auto sector look weak today like heromotoco escort maruti 

let's see",0.201,0.625,0.174,-0.1027,-0.02614
8-Oct-19,#TataMotors has not produced a single unit of its entry-level car #Nano in the first 9 months of 2019 but sold just one unit in February in the domestic market although it is yet to officially announce that the model has been discontinued,tatamotors produce single unit entry-level car nano first month sell one unit february domestic market although yet officially announce model discontinue,0,1,0,0,
8-Oct-19,"Reeling under prolonged slowdown, Maruti Suzuki reduced its production by 17.48% in September",reel prolong slowdown maruti suzuki reduce production september,0,1,0,0,
8-Oct-19,The #auto industry has been going through a prolonged slump. Total vehicle sales in India witnessed the steepest fall in August since industry body #SIAM started recording wholesale vehicle sales data in 1997-98. #MarutiSuzuki,auto industry go prolonged slump total vehicle sale india witness steep fall august since industry body siam start record wholesale vehicle sale data marutisuzuki,0,1,0,0,
8-Oct-19,#NiftyAuto - broken decade long support. Bounced and retested support. Another 20% fall likely in coming months.,niftyauto broken decade long support bounce retested support another fall likely come month,0.168,0.541,0.292,0.3182,
8-Oct-19,"Reversed from EMA 100 & two supported trendlines. Now seems Heromotoco ready to uptrend movement. View will be negated if break below 2600. short term TGTs would be 2850 & 3000.

#heromotoco #positional #investing",reverse ema two support trendlines seem heromotoco ready uptrend movement view negate break short term tgts would positional investing,0,0.766,0.234,0.6369,
8-Oct-19,#Maruti Suzuki cuts production for 8th straight month in September,maruti suzuki cut production straight month september,0.233,0.556,0.211,-0.0516,
8-Oct-19,"#Auto Sector Crisis Grips #TataMotors, No Nano Car Produced in First 9 Months of 2019",auto sector crisis grip tatamotors nano car produce first month,0.313,0.687,0,-0.6249,
8-Oct-19,#MARUTI - Channel continuation or breakout,maruti channel continuation breakout,0,1,0,0,
8-Oct-19,"Electric Vehicles esp trucks(HCV/LCV) are going to be game changer in logistics industry & to environment we live in, already few players have taken first mover advantage there is room for more!#ElectricVehicles #logisticssimplified #tatamotors #ashokleyland #mahindra #eicher",electric vehicle esp trucks(hcv/lcv go game changer logistics industry environment live already player take first mover advantage room more!#electricvehicles logisticssimplified tatamotors ashokleyland mahindra eicher,0,0.909,0.091,0.3164,
8-Oct-19,#Jaguar #LandRover Registered Marginal Decline in Global Sales,jaguar landrover register marginal decline global sale,0,1,0,0,0.0595
9-Oct-19,#MARUTI only on closing abv 7k,maruti closing abv,0,1,0,0,
9-Oct-19,#HEROMOTOCO -2.80%,heromotoco,0,1,0,0,
9-Oct-19,"#TataMotors has finally launched it for private customers. Also, the company has extended the range of the electric sedan. #TigorEV Electric Sedan for both fleet and personal segment customers in India.",tatamotors finally launch private customer also company extend range electric sedan tigorev electric sedan fleet personal segment customer india,0,0.914,0.086,0.1779,
9-Oct-19,Tata Motors launched Tigor EV with an extended range to cater to both fleet and personal segment customers at Rs 9.44 lakh ,tata motor launch tigor ev extend range cater fleet personal segment customer lakh,0,0.876,0.124,0.1779,
9-Oct-19,#Tatamotors 120ce from 5.4 to 8.3,tatamotors,0,1,0,0,
9-Oct-19,#TataMotors has announced its first #ElectricCar for personal buyers - a more-practical version of its #TigorEV that goes up to 213 kilometers on a single charge (ARAI-certified) with a starting ex-showroom price of Rs 9.44 lakh,tatamotors announce first electriccar personal buyer more-practical version tigorev go kilometer single charge arai-certified start ex-showroom price lakh,0,1,0,0,
9-Oct-19,"#AutoSectorCrisis | Maruti, Tata, Mahindra and others auto manufacturing companies have actually slashed production amid slowing demand for vehicles",autosectorcrisis maruti tata mahindra others auto manufacture company actually slash production amid slow demand vehicle,0.217,0.783,0,-0.3818,
9-Oct-19,"The festive season fails to lift the slump in the #AutoSector. Country's largest auto manufacturer, Maruti Suzuki cuts its production by 17.48%",festive season fail lift slump autosector country's large auto manufacturer maruti suzuki cut production,0.286,0.561,0.153,-0.3818,
9-Oct-19,Tata Motors launches Tigor EV with extended range,tata motor launch tigor ev extend range,0,0.779,0.221,0.1779,-0.025544444
9-Oct-19,"The last time  when Auto sector had #production shutdown in 2009. #bajajauto was at it 5% of current Market Cap, so is many other auto stocks. #October 20019 looks like repeat for few of them..

#Auto #ashokleyland #Hero #mahindra","last time auto sector production shutdown bajajauto current market cap many auto stock october look like repeat them..

#auto ashokleyland hero mahindra",0,0.766,0.234,0.7269,
10-Oct-19,#maruti is going to down as Suzuki motors revised guidance around 35%EPS down,maruti go suzuki motor revise guidance around,0,1,0,0,
10-Oct-19,"Honda Motor Company developed a device to help electric motorcycles avoid accidents by sending out a sound alert to pedestrians

#automobile
#autosector","honda motor company develop device help electric motorcycle avoid accident send sound alert pedestrians

#automobile
#autosector",0.239,0.541,0.221,-0.1027,
10-Oct-19,"#Tatamotors 140 Ce looks bull buy 
@1
.25 ",tatamotors ce look bull buy,0,1,0,0,
10-Oct-19,"#Maruti

Falling wedge breakout above 6750","maruti

falling wedge breakout",0.348,0.652,0,-0.1531,
10-Oct-19,#TataMotors Group September global wholesales down 27% ,tatamotors group september global wholesale,0,1,0,0,
10-Oct-19,"#TataMotors Hasn't Produced A Single Unit Of #Nano In First 9 Months Of 2019, Only 1 Car Sold",tatamotors produce single unit nano first month car sell,0,1,0,0,
10-Oct-19,TVSMOTOR (TVS Motor Company Limited) SELL BELOW 383,tvsmotor tv motor company limit sell,0,1,0,0,
10-Oct-19,"India's most affordable electric car launched! #TigorEV with 213 km range priced under Rs 10 lakh
#Tatamotors","india's affordable electric car launch tigorev km range price lakh
#tatamotors",0,1,0,0,
10-Oct-19,#AshokLeyland stocks bleed,ashokleyland stock bleed,0,1,0,0,
10-Oct-19,"#EXIDEIND has an interesting setup, possibly support taken and a move up from here......",exideind interesting setup possibly support take move,0,0.481,0.519,0.6597,0.04039
11-Oct-19,"This means the slump in the vehicular sale has continued in the eleventh straight month.
#Auto #autosector","mean slump vehicular sale continue eleventh straight month.
#auto autosector",0,0.826,0.174,0.2263,
11-Oct-19,#maruti our target 6275 with stop of 6805,maruti target stop,0.524,0.476,0,-0.296,
11-Oct-19,Is this festive season the reason behind positive effects in the #AutoSector? ,festive season reason behind positive effect autosector,0,0.431,0.569,0.765,
11-Oct-19,"Auto sales continue to slip for 11th straight month. PV down 24%, CV down 62%. 26 industries depend on #AutoSector which is 49% of manufacturing GDP. This must ring alarm bells for eco & joblessness. But it doesn’t. ",auto sale continue slip straight month pv cv industry depend autosector manufacturing gdp must ring alarm bell eco joblessness doesn’t,0.108,0.807,0.085,-0.128,
11-Oct-19,"#Navratri sales are 10 percent to 12 per cent better than last year. We may see a positive sales growth in future, says #RajanWadhera (
@RajanWadhera1
), President #SIAM (
@siamindia
)

#automobile #AutoSector #slowdown #Automobiles","navratri sale percent per cent well last year may see positive sale growth future say rajanwadhera president siam 
@siamindia
)

#automobile autosector slowdown automobile",0,0.707,0.293,0.8074,
11-Oct-19,"Domestic #car sales were down 33.4% to 1,31,281 units last month as against 1,97,124 units in September 2018, according to data released by the #SIAM on Friday. ",domestic car sale unit last month unit september accord data release siam friday,0,1,0,0,
11-Oct-19,#EICHERMOTORS again within range nice move…,eichermotors within range nice move…,0,0.588,0.412,0.4215,
11-Oct-19,"India’s passenger vehicle sales plunge 24% in September amid slowdown in auto sector

#AutoSector #AutoMobile #VehicleSale #CarSale #AutoIndustry","india’s passenger vehicle sale plunge september amid slowdown auto sector

#autosector automobile vehiclesale carsale autoindustry",0,1,0,0,
11-Oct-19,"Passenger vehicle sale falls by 24%, commercial by 62% in Sept 2019.
#siam",passenger vehicle sale fall commercial sept,0,1,0,0,
11-Oct-19,"#apollotyre

See the significance of 50 DMA, it was a support and now acting as resistance. Above 171, the counter may hit 175 - 177. Also, watch RSI- quite an inverse head and shoulder ","apollotyre

see significance dma support act resistance counter may hit also watch rsi quite inverse head shoulder",0,0.758,0.242,0.5859,0.23821
12-Oct-19,#nifty #maruti : septics may still not want to believe ! But now it’s staring at 7k and above. Who is waiting for some more signs to agree that bottom is in place ! Resistance line is marked ! This months movements can throw many surprises ,nifty maruti septics may still want believe it’s star wait sign agree bottom place resistance line mark month movement throw many surprise,0,0.677,0.323,0.765,
12-Oct-19,"Major companies such as #Honda Cars, #HeroMotoCorp, #AshokLeyland and #BMW have decided to ditch the 2020 #AutoExpo in #Delhi. Companies say that they do not want to spend on the event due to the sluggishness in the #AutoSector.",major company honda car heromotocorp ashokleyland bmw decide ditch autoexpo delhi company say want spend event due sluggishness autosector,0,0.933,0.067,0.0772,
12-Oct-19,Auto sector sales continue to remain under pressure in September ,auto sector sale continue remain pressure september,0.268,0.732,0,-0.296,
12-Oct-19,"#Ford in #Chennai completely shutdown & sold its facility to #Mahindra . 
#AshokLeyland in #Hosur sent thousands of temporary workers home & shut down for 15 days.","ford chennai completely shutdown sell facility mahindra 
#ashokleyland hosur send thousand temporary worker home shut day",0,1,0,0,
12-Oct-19,#BOSCHLTD - Bosch Ltd. Long Setup,boschltd bosch ltd long setup,0,1,0,0,
12-Oct-19,"Maruti : (12-10-2019)
Working in descending triangle.
cmp : 6692
support level :  6550
resistance level : 6850
can give good one directional move.
#maruti #Nifty #nifty50","maruti descend triangle.
cmp level level give good one directional move.
#maruti nifty",0,0.663,0.337,0.6808,
12-Oct-19,"#AutoSector chokes as sales #plunge.

Similarly there was a steep drop of 49.7% truck, tractors & buses.","autosector choke sale plunge.

similarly steep drop truck tractor bus",0.412,0.588,0,-0.6808,
12-Oct-19,Historic fall in India vehicles sales enters 11th month,historic fall india vehicle sale enters month,0,1,0,0,
